,pred_high,pred_low,actual_low,close,open,actual_high,off_by,return,return_plow_minus_phigh,high,low
2021-01-04,42.54185104370117,41.127647399902344,38.3306,38.73,40.17,40.34,2.797047399902347,-2.397647399902347,1.4142036437988281,10:00:00,12:00:00
2021-01-05,42.400997161865234,40.965152740478516,38.45,39.55,38.49,40.085,2.515152740478513,-1.4151527404785185,1.4358444213867188,15:00:00,10:00:00
2021-01-06,41.232540130615234,39.55849075317383,39.54,40.38,39.64,40.9,0.018490753173828978,0.8215092468261744,1.6740493774414062,15:00:00,10:00:00
2021-01-08,42.03990173339844,40.46635818481445,39.765,40.02,40.41,40.6911,0.7013581848144526,-0.44635818481445,1.5735435485839844,10:00:00,14:00:00
2021-01-11,42.36896514892578,40.90227508544922,38.9,39.41,39.08,39.99,2.00227508544922,-1.4922750854492222,1.4666900634765625,11:00:00,10:00:00
2021-01-12,42.22779083251953,40.71070098876953,39.16,40.3,39.69,40.41,1.5507009887695347,-0.4107009887695341,1.51708984375,16:00:00,10:00:00
2021-01-13,41.66051483154297,40.08427429199219,39.6299,40.45,40.01,40.74,0.45437429199218826,0.36572570800781534,1.5762405395507812,15:00:00,11:00:00
2021-01-15,42.37173080444336,40.84990310668945,39.96,39.98,41.67,41.67,0.8899031066894523,-0.8699031066894563,1.5218276977539062,10:00:00,16:00:00
2021-01-19,43.05724334716797,41.446102142333984,39.8007,40.31,40.31,40.65,1.6454021423339853,-1.136102142333982,1.6111412048339844,14:00:00,11:00:00
2021-01-21,42.337303161621094,40.7109260559082,40.17,40.67,41.31,41.43,0.5409260559082014,-0.04092605590820142,1.6263771057128906,10:00:00,13:00:00
2021-01-22,42.972267150878906,41.483055114746094,39.81,40.0,40.0,40.27,1.6730551147460915,-1.4830551147460938,1.4892120361328125,11:00:00,15:00:00
2021-01-25,42.5731201171875,40.993282318115234,38.42,38.9,39.63,39.75,2.5732823181152327,-2.093282318115236,1.5798377990722656,10:00:00,12:00:00
2021-01-26,42.06293869018555,40.39179992675781,38.98,39.32,39.26,39.64,1.4117999267578156,-1.0717999267578122,1.6711387634277344,13:00:00,11:00:00
2021-01-27,41.14472961425781,39.34467315673828,38.1609,38.52,38.63,39.2254,1.1837731567382832,-0.8246731567382781,1.8000564575195312,12:00:00,10:00:00
2021-01-28,41.18753433227539,39.43092727661133,38.99,40.08,39.55,40.37,0.44092727661132614,0.6490727233886702,1.7566070556640625,11:00:00,10:00:00
2021-01-29,40.6562385559082,38.78697967529297,37.74,37.96,39.27,39.83,1.0469796752929668,-0.8269796752929679,1.8692588806152344,10:00:00,15:00:00
2021-02-01,40.98682403564453,39.04109191894531,37.415,37.82,38.35,38.4448,1.6260919189453134,-1.2210919189453122,1.9457321166992188,10:00:00,11:00:00
2021-02-10,44.03533172607422,42.526405334472656,42.16,42.9,42.84,43.22,0.36640533447265966,0.37359466552734233,1.5089263916015625,13:00:00,11:00:00
2021-02-11,44.03416061401367,42.54889678955078,41.995,42.72,42.7,43.135,0.5538967895507838,0.1711032104492176,1.4852638244628906,11:00:00,13:00:00
2021-02-12,44.4489631652832,43.093807220458984,42.41,43.29,42.51,43.94,0.6838072204589878,0.19619277954101477,1.3551559448242188,11:00:00,10:00:00
2021-02-18,45.42994689941406,44.22494125366211,43.37,44.38,43.8,44.545,0.8549412536621119,0.15505874633789318,1.2050056457519531,16:00:00,11:00:00
2021-02-26,48.84786605834961,47.442710876464844,47.28,47.94,47.7,49.14,0.1627108764648426,0.497289123535154,1.4051551818847656,10:00:00,10:00:00
2021-03-04,48.190067291259766,46.84622573852539,45.32,46.96,48.32,48.41,1.5262257385253903,0.11377426147461023,1.343841552734375,10:00:00,15:00:00
2021-03-05,48.206809997558594,46.891902923583984,43.01,46.21,46.91,47.0,3.8819029235839864,-0.6819029235839835,1.3149070739746094,10:00:00,12:00:00
2021-03-23,48.40533447265625,46.90091323852539,45.45,45.64,47.02,47.83,1.4509132385253878,-1.26091323852539,1.5044212341308594,10:00:00,16:00:00
2021-03-24,47.612586975097656,46.02045440673828,45.56,45.61,46.54,47.3999,0.460454406738279,-0.4104544067382818,1.592132568359375,11:00:00,16:00:00
2021-03-25,46.29145812988281,44.530250549316406,44.52,47.01,44.79,47.215,0.010250549316403124,2.4797494506835918,1.7612075805664062,13:00:00,10:00:00
